AT,V,AP,RH,PE,TCN
19.82,58.16,1016.76,74.66,455.5,Christopher Clapman
22.35,63.47,1013.21,82.52,440.11,Christopher Clapman
11.85,42.07,1017.92,93.45,467.25,Christopher Clapman
78.94924o11982134,61.59251785034889,909.7389308816969,59.83540466806304,LOW,Simo Sikka
13.o3124oo6823455,40.5697971222105,1080.7680753553536,88.24023997035368,LOW,Simo Sikka
3o.o1,65.18,1012.87,43.95,436.91,Antoin Tessier
19.o9,44.63,1019.91,39.32,461.36,Christopher Clapman
13.35,39.58,1012.41,83.45,465.85,Marc Wolf
28.41,75.6,1018.48,56.07,440.28,Marc Wolf
7.28,40.67,1020.16,72.7,493.3,Marc Wolf
27.17723487262215,75.39267227514698,1002.8244875440207,58.16547150115301,LOW,Simo Sikka
22.44,63.86,1020.0,64.83,447.3,Antoin Tessier
32.9,68.51,1012.95,50.09,430.23,Christopher Clapman
19.5,52.72,1025.21,50.21,457.26,Christopher Clapman
29.42,56.9,1006.51,53.6,439.51,Antoin Tessier
5.28,45.87,1008.25,97.88,479.91,Antoin Tessier
17.95,49.21,1012.05,59.44,455.1,Christopher Clapman
19.94,50.78,1008.78,92.07,449.6,Christopher Clapman
78.71,73.77,1001.35,92.67,432.21,Daniel Smithson
6.49,38.68,1017.94,64.81,485.95,Marc Wolf
8.48,38.5,1013.5,66.51,485.29,Marc Wolf
25.61,47.43,1008.62,54.51,442.96,Christopher Clapman
3o.92,78.05,1011.0,59.62,434.12,Antoin Tessier
3o.22,70.32,1011.63,65.97,435.98,Christopher Clapman
8.94,43.13,1014.82,76.66,483.63,Christopher Clapman
26.31,66.48,1005.93,63.9,432.89,Christopher Clapman
17.o1,49.15,1021.83,84.02,458.78,Marc Wolf
26.91,74.99,1005.64,78.98,437.06,Christopher Clapman
65.75,41.1,1001.97,59.6,458.31,Daniel Smithson
2o.68,63.86,1015.73,74.36,447.84,Christopher Clapman
12.88,42.74,1026.25,74.54,470.89,Christopher Clapman
77.55799999999999,67.9,1006.34,68.04,440.36,Daniel Smithson
64.868,59.15,1012.04,86.01,451.09,Daniel Smithson
63.464,58.95,1016.49,90.35,449.26,Daniel Smithson
31.27,73.77,1003.27,71.48,430.32,Marc Wolf
27.588796o15628557,73.24610943557758,963.1149731156859,70.39669935183169,LOW,Simo Sikka
32.74,68.31,1010.23,41.29,441.66,Christopher Clapman
68.27,58.59,1014.13,91.96,443.85,Daniel Smithson
29.8,69.34,1009.36,64.74,437.65,Marc Wolf
29.72,71.97,1008.6,79.25,431.22,Christopher Clapman
14.47,39.58,1011.31,69.85,467.34,Christopher Clapman
11.94,44.6,1018.69,85.33,468.53,Christopher Clapman
28.18,49.3,1003.97,55.56,438.91,Antoin Tessier
13.42,42.86,1013.88,85.13,473.27,Christopher Clapman
57.416,39.4,1008.02,76.45,468.63,Daniel Smithson
6o.4o3999999999996,41.48,1015.55,52.17,454.25,Daniel Smithson
9.84278645o11o163,36.81495826040549,1113.530128667026,82.1041077004537,LOW,Simo Sikka
14.28,43.02,1012.97,49.44,467.83,Marc Wolf
23.14,51.19,1009.56,77.2,443.87,Christopher Clapman
75.3o799999999999,69.94,1005.47,60.46,436.88,Daniel Smithson
11.57,41.38,1021.71,61.49,473.94,Antoin Tessier
25.68,59.44,1012.33,67.29,444.36,Christopher Clapman
23.69,63.77,1013.39,79.5,444.07,Christopher Clapman
75.218,46.93,1013.3,52.24,448.35,Daniel Smithson
28.39,65.51,1014.52,66.48,438.78,Marc Wolf
9.12,41.54,1018.61,79.26,482.95,Antoin Tessier
8o.69,75.33,1003.88,82.94,433.57,Daniel Smithson
23.47,60.77,1017.19,75.36,444.46,Marc Wolf
28.44,74.93,1013.88,52.0,441.52,Christopher Clapman
29.89,65.74,1012.95,51.36,438.24,Christopher Clapman
14.o6863114255873,35.63905779558183,937.0925786943629,69.97507126560747,LOW,Simo Sikka
1o.42,44.85,1014.18,88.36,479.03,Christopher Clapman
8.91,40.69,1015.11,89.65,481.59,Marc Wolf
2o.12,56.53,1020.34,75.59,454.54,Christopher Clapman
18.5,47.03,1013.97,93.6,460.08,Christopher Clapman
12.39,40.75,1016.05,81.91,475.96,Antoin Tessier
2o.24,56.03,1019.78,59.8,460.76,Christopher Clapman
19.3657o97622o9267,42.91852421419898,1020.9299185262723,65.6983419756256,LOW,Simo Sikka
8.13,71.14,1018.94,86.7,471.99,Christopher Clapman
54.6o8ooooooooooo4,43.41,1016.93,81.02,467.19,Daniel Smithson
6.15,40.77,1022.42,88.57,482.49,Antoin Tessier
27.59,54.2,1013.1,51.61,439.31,Christopher Clapman
14.93,39.39,1014.31,80.68,468.88,Marc Wolf
8o.654,65.12,1015.94,45.1,441.62,Daniel Smithson
28.91,70.72,1009.7,67.5,439.94,Antoin Tessier
13.44,39.64,1013.23,73.43,474.79,Marc Wolf
23.93,68.28,1005.16,69.91,444.95,Christopher Clapman
23.19,42.67,1007.83,63.31,446.95,Christopher Clapman
29.1,73.9,1007.47,59.48,436.56,Antoin Tessier
32.22,70.8,1009.9,62.03,433.07,Marc Wolf
24.47193o86972861,43.016345277713,1037.4693390633017,58.255457185324794,LOW,Simo Sikka
22.75,57.76,1017.83,66.54,452.33,Antoin Tessier
16.88,43.67,1011.43,73.98,463.81,Antoin Tessier
29.14,61.5,1009.64,39.95,437.76,Marc Wolf
26.85,75.6,1017.43,74.55,433.48,Marc Wolf
64.868,49.64,1024.92,62.82,462.6,Daniel Smithson
3o.39,70.98,1007.55,72.76,435.48,Marc Wolf
8o.o78,70.72,1010.3,78.18,438.72,Daniel Smithson
13.6512o15858o5255,43.089209314747855,1063.598120994712,99.14081419427441,LOW,Simo Sikka
5.18,40.27,1010.84,81.64,489.1,Christopher Clapman
17.51,53.16,1013.13,82.86,457.45,Marc Wolf
26.842754925497935,81.41436372925554,1007.7511304693123,71.73739691022482,LOW,Simo Sikka
18.6,58.71,1009.8,86.42,430.38,Christopher Clapman
12.19,41.17,1019.43,65.47,475.64,Marc Wolf
43.25,40.02,1032.14,80.22,481.38,Daniel Smithson
13.48,41.92,1030.2,65.96,463.9,Christopher Clapman
38.642,38.44,1016.74,82.87,490.78,Daniel Smithson
3o.73,69.89,1015.0,58.9,426.79,Christopher Clapman
65.588,56.53,1020.13,80.04,459.45,Daniel Smithson
2o.48,51.43,1007.4,90.7,448.03,Antoin Tessier
2o.77,52.05,1012.22,45.61,455.02,Antoin Tessier
13.26,40.83,1007.97,90.63,472.14,Antoin Tessier
65.oo666o78947356,40.907296677993735,963.5145543563345,43.24399823958445,LOW,Simo Sikka
57.938,40.83,1009.82,80.43,470.13,Daniel Smithson
13.o8,43.14,1019.39,99.74,467.06,Antoin Tessier
17.48,52.9,1020.03,76.47,458.34,Antoin Tessier
54.41,40.81,1025.63,66.26,474.73,Daniel Smithson
8.55o71699o418o81,41.48949897135937,1096.5910558029389,97.3556596541863,LOW,Simo Sikka
31.24,72.39,999.47,68.17,430.7,Antoin Tessier
83.75,77.24,1008.92,77.17,433.03,Daniel Smithson
26.18,68.08,1012.92,55.7,436.51,Christopher Clapman
88.484oooooooooo1,70.83,1010.35,47.28,431.33,Daniel Smithson
54.o14,41.58,1018.76,87.66,464.45,Daniel Smithson
79.29885349296326,54.462598933316826,1042.0665283228514,83.68022953991246,LOW,Simo Sikka
8o.762,59.15,1013.02,55.18,438.9,Daniel Smithson
18.87,67.71,1004.0,87.35,444.77,Antoin Tessier
13.88,48.79,1017.28,79.4,464.14,Christopher Clapman
19.1,56.53,1020.18,76.38,455.52,Christopher Clapman
15.71,39.3,1019.2,62.28,462.84,Marc Wolf
15.4,40.69,1015.1,70.25,471.66,Marc Wolf
25.56,74.67,1016.62,76.1,435.81,Antoin Tessier
23.63,60.93,1006.41,83.06,439.9,Antoin Tessier
32.73,69.88,1007.86,46.95,434.32,Antoin Tessier
19.21,60.07,1014.94,70.02,452.84,Marc Wolf
52.1o6,39.72,1002.4,81.4,474.64,Daniel Smithson
22.7,63.56,1014.32,71.76,445.0,Antoin Tessier
12.111289o69922435,38.00912344204417,1064.974152691589,80.74061841525169,LOW,Simo Sikka
6o.548,39.82,1013.12,77.37,466.89,Daniel Smithson
53.3447873797317,40.72162391103997,1105.9732557580905,77.01746352831515,LOW,Simo Sikka
81.986,63.9,1013.62,51.43,441.3,Daniel Smithson
13.49,44.47,1030.46,69.49,466.66,Christopher Clapman
73.85,59.87,1018.69,66.4,444.23,Daniel Smithson
3o.47,70.02,1009.65,62.03,435.72,Christopher Clapman
23.77,64.15,1021.02,55.87,448.43,Antoin Tessier
7.47,40.64,1020.47,94.8,478.08,Christopher Clapman
74.156,50.05,1006.79,86.45,441.8,Daniel Smithson
71.474,60.84,1018.96,76.8,440.76,Daniel Smithson
26.16,70.04,1009.63,73.22,432.56,Christopher Clapman
79.646,69.51,1009.51,65.02,433.89,Daniel Smithson
28.53,66.51,1015.9,40.68,436.16,Christopher Clapman
32.2,72.29,1008.61,69.94,432.52,Christopher Clapman
55.76,40.83,1007.75,94.98,472.41,Daniel Smithson
48.884,44.77,1020.41,85.26,473.9,Daniel Smithson
1o.75,45.01,1018.73,93.16,471.47,Christopher Clapman
25.63,71.58,1010.14,87.57,433.76,Marc Wolf
76.514,69.94,1006.09,59.15,439.86,Daniel Smithson
69.368,59.21,1017.94,80.84,447.67,Daniel Smithson
29.31,68.67,1006.18,63.38,435.57,Christopher Clapman
26.4,48.41,1008.51,66.95,442.23,Antoin Tessier
9.2,40.03,1017.05,92.46,480.38,Antoin Tessier
11.36,40.75,1016.34,85.19,477.5,Antoin Tessier
7.36,40.07,1017.29,52.55,489.45,Christopher Clapman
11.63,41.5,1013.6,87.11,477.3,Christopher Clapman
16.79,49.25,1021.21,68.8,458.42,Marc Wolf
1o.65851542o677581,39.14109755455791,1040.0082933195913,86.06781834211137,LOW,Simo Sikka
81.95,77.24,1007.48,78.37,433.57,Daniel Smithson
72.482,58.71,1009.75,76.43,443.33,Daniel Smithson
14.6oo139352145678,56.29330283401594,1019.8505938913136,76.63186133404226,LOW,Simo Sikka
12.995646137o9374,46.01273214920921,1023.3889894090798,108.10191352861449,LOW,Simo Sikka
31.6,73.17,1010.05,43.48,433.37,Marc Wolf
17.89,44.6,1014.48,42.51,463.99,Antoin Tessier
2o.34,59.8,1015.18,80.21,453.54,Antoin Tessier
21.o3,70.02,1010.21,95.69,444.53,Christopher Clapman
7.92,39.54,1011.51,84.41,481.44,Christopher Clapman
11.41,40.1,1014.27,91.17,476.81,Antoin Tessier
1o.92,40.92,1021.84,83.03,467.05,Antoin Tessier
16.17,41.79,1005.78,78.8,454.72,Antoin Tessier
24.35,58.49,1011.03,70.64,445.6,Antoin Tessier
26.45,47.43,1008.87,53.25,442.12,Marc Wolf
17.18,63.09,1020.67,93.58,451.37,Marc Wolf
74.21,66.25,1009.1,90.28,443.44,Daniel Smithson
15.6,41.04,1025.48,64.43,457.49,Marc Wolf
23.88,51.95,1005.37,75.25,449.52,Christopher Clapman
27.6,73.42,1011.91,83.66,431.44,Antoin Tessier
8.o129467298288o3,42.37953779236532,928.5857706601206,77.61714618866903,LOW,Simo Sikka
66.27199999999999,51.86,1018.05,79.01,458.64,Daniel Smithson
15.72,43.02,1011.98,45.74,466.33,Marc Wolf
21.68,64.15,1021.09,70.88,454.32,Marc Wolf
8.95,43.56,1015.04,81.53,485.21,Christopher Clapman
33.17,70.4,1004.45,58.0,430.14,Christopher Clapman
31.o1,73.5,1010.92,48.61,432.41,Marc Wolf
42.9o8,41.17,1019.67,84.7,489.62,Daniel Smithson
54.494361211758495,43.12791070718389,928.7248471093868,87.34690530215828,LOW,Simo Sikka
15.52,36.99,1006.86,89.7,467.9,Christopher Clapman
1o.62,39.64,1010.65,62.15,477.07,Christopher Clapman
17.57,43.7,1015.53,67.22,463.64,Marc Wolf
21.36,52.3,1007.95,79.38,448.13,Marc Wolf
69.584,56.85,1010.91,84.28,440.08,Daniel Smithson
3o.58,70.04,1010.4,48.16,431.59,Antoin Tessier
67.568,62.1,1020.07,73.55,450.44,Daniel Smithson
49.694,38.56,1017.35,62.8,480.47,Daniel Smithson
64.976,42.28,1007.86,45.62,460.27,Daniel Smithson
29.68,64.33,1011.2,57.73,441.79,Antoin Tessier
27.58,78.05,1010.83,94.98,431.95,Marc Wolf
26.54,69.48,1010.7,66.09,432.56,Marc Wolf
28.83,72.43,1006.69,67.04,428.85,Christopher Clapman
16.61,43.77,1012.25,77.23,457.66,Christopher Clapman
3o.64,74.87,1009.44,59.01,437.43,Marc Wolf
1o.12,39.96,1025.98,98.63,471.6,Marc Wolf
2o.21,65.06,1016.46,73.36,451.46,Marc Wolf
78.7o299233796o68,70.5983085822283,1042.8001313357593,90.19470090882464,LOW,Simo Sikka
15.43,38.58,1016.58,81.17,463.44,Christopher Clapman
52.448,41.48,1012.8,76.16,465.37,Daniel Smithson
44.438,39.37,1019.58,71.02,488.2,Daniel Smithson
7.o6,41.38,1021.94,83.55,487.71,Antoin Tessier
12.91,42.07,1018.4,86.5,466.05,Antoin Tessier
5.85,40.77,1022.44,84.77,480.59,Christopher Clapman
77.756,69.71,1009.29,82.5,435.59,Daniel Smithson
83.336,70.72,1009.64,66.76,437.72,Daniel Smithson
19.359259477725o68,62.749470890854866,951.8672440740837,51.37814695401299,LOW,Simo Sikka
18.64,43.79,1016.01,51.17,465.13,Marc Wolf
26.14,61.02,1010.13,66.71,436.17,Christopher Clapman
24.7,58.46,1015.58,68.64,439.7,Marc Wolf
21.49,61.27,1019.81,63.21,450.07,Christopher Clapman
15.55,40.66,1016.21,88.5,457.53,Christopher Clapman
53.366,44.6,1018.81,84.68,468.47,Daniel Smithson
18.86,42.18,1001.16,98.58,457.07,Antoin Tessier
1o.15,39.22,1020.09,68.75,474.87,Christopher Clapman
28.67,66.25,1007.96,76.36,434.73,Marc Wolf
75.524,58.49,1011.3,77.82,445.49,Daniel Smithson
67.424,51.19,1008.64,94.88,452.04,Daniel Smithson
14.7895o5oo9731624,51.969347824635335,1034.0726269231525,83.80914369730895,LOW,Simo Sikka
14.79,44.06,1018.53,74.79,465.77,Antoin Tessier
14.6,39.31,1011.11,72.52,464.16,Antoin Tessier
8o.24ooooooooooo1,72.58,1009.22,89.03,431.18,Daniel Smithson
74.678,68.63,1014.54,46.04,449.41,Daniel Smithson
15.49,54.3,1017.59,71.26,464.24,Antoin Tessier
23.62,68.63,1013.18,50.57,447.3,Antoin Tessier
15.86,38.62,1016.65,67.51,462.58,Marc Wolf
27.88,75.23,1011.33,58.91,439.33,Christopher Clapman
23.2,48.41,1008.64,80.92,444.69,Marc Wolf
27.o7,66.93,1017.32,55.38,446.48,Christopher Clapman
12.42,43.8,1023.13,79.8,466.59,Marc Wolf
8.34,40.96,1023.28,89.45,483.92,Marc Wolf
25.13,57.69,1007.43,78.43,437.8,Antoin Tessier
8o.636,71.25,1000.48,87.86,438.33,Daniel Smithson
2o.1,57.17,1011.96,87.68,452.67,Marc Wolf
28.o9,70.02,1010.84,51.29,437.83,Christopher Clapman
15.7,42.99,1007.51,76.05,464.59,Christopher Clapman
21.o1,50.9,1012.24,70.82,453.99,Marc Wolf
2o.76,62.52,1015.63,81.04,451.69,Marc Wolf
13.92,43.5,1021.14,88.44,461.45,Antoin Tessier
1o.52,41.78,1013.54,71.52,474.58,Marc Wolf
15.19,42.03,1017.38,71.66,462.64,Marc Wolf
28.24657o42741o82,73.2107310036501,1066.776481258277,52.03124249730945,LOW,Simo Sikka
23.39,64.63,1020.45,58.22,449.27,Christopher Clapman
6.99,35.19,1019.32,68.95,480.05,Christopher Clapman
14.24,39.99,1009.3,83.75,466.2,Christopher Clapman
5o.792,37.83,1006.31,97.2,474.42,Daniel Smithson
14.34263599217318,46.75705289099687,994.669595786172,96.54581325176318,LOW,Simo Sikka
63.193999999999996,53.16,1013.16,82.93,460.67,Daniel Smithson
8.84,42.49,1010.28,89.09,481.58,Antoin Tessier
32.9352o8923o2344,71.65578973993986,1099.5248373763889,39.53464073047867,LOW,Simo Sikka
26.25,52.09,1013.2,53.12,450.53,Christopher Clapman
23.72,70.47,1010.65,75.39,438.5,Marc Wolf
7o.844,67.25,1017.39,79.0,446.15,Daniel Smithson
24.85,70.47,1006.64,85.37,434.47,Christopher Clapman
2o.28,57.25,1010.12,88.42,452.03,Antoin Tessier
31.71,69.04,1008.79,49.32,441.15,Christopher Clapman
21.71,61.45,1010.97,91.62,445.72,Marc Wolf
11.39,43.72,1010.91,98.83,467.8,Christopher Clapman
1o.52,41.01,1020.35,93.58,466.75,Christopher Clapman
53.492,39.28,1017.04,89.88,475.59,Daniel Smithson
5.o1,39.4,1003.69,91.9,475.34,Marc Wolf
75.7o4oooooooooo1,71.98,1006.34,90.45,432.47,Daniel Smithson
15.3,43.34,1013.23,82.73,463.7,Antoin Tessier
21.47,70.32,1011.72,88.36,440.0,Antoin Tessier
18.44,39.72,1001.14,66.83,460.44,Marc Wolf
58.73oooooooooooo4,38.91,1014.48,60.98,467.42,Daniel Smithson
13.o7,45.51,1015.22,78.65,460.14,Marc Wolf
16.51,41.79,1007.1,74.03,457.74,Marc Wolf
24.51,65.12,1016.18,62.39,447.46,Marc Wolf
25.64,63.47,1012.33,68.35,442.62,Christopher Clapman
13.35,41.16,1011.32,89.12,474.57,Antoin Tessier
2o.43,63.09,1016.46,91.78,445.58,Christopher Clapman
16.29,53.82,1014.97,73.15,459.95,Christopher Clapman
7.87,43.02,1014.67,83.58,485.61,Antoin Tessier
34.18,67.9,1005.87,30.34,425.5,Marc Wolf
79.97,58.41,1013.53,65.83,442.66,Daniel Smithson
8.34,40.77,1010.84,90.01,480.48,Christopher Clapman
64.616,50.16,1009.82,100.09,453.29,Daniel Smithson
9.59,38.56,1017.52,61.89,481.05,Christopher Clapman
16.86,39.63,1004.47,83.5,466.68,Marc Wolf
53.438,41.49,1019.69,96.39,470.07,Daniel Smithson
11.345169o19947589,40.48645979775844,987.5541782193409,,LOW,Simo Sikka
23.38,48.6,1004.45,69.19,440.9,Antoin Tessier
24.54,48.06,1013.02,55.18,443.67,Marc Wolf
3o.22,68.3,1014.91,34.9,434.3,Marc Wolf
24.o,75.23,1010.69,72.46,443.78,Antoin Tessier
31.18,77.95,1014.89,65.62,431.58,Marc Wolf
26.95,72.24,1011.16,73.14,435.65,Antoin Tessier
12.52,71.14,1019.49,76.11,463.22,Marc Wolf
3o.31,70.36,1006.55,59.92,439.11,Marc Wolf
9o.392,77.95,1014.83,50.69,434.97,Daniel Smithson
25.82,59.43,1008.08,65.25,436.67,Marc Wolf
62.o42,53.82,1015.39,63.62,458.96,Daniel Smithson
69.44,69.45,1013.7,82.48,443.77,Daniel Smithson
16.o,45.09,1014.31,60.02,458.46,Marc Wolf
3o.485734o18775744,76.43994861815261,1011.3120459491674,65.64907674130987,LOW,Simo Sikka
7.14,44.71,1019.98,71.9,487.71,Christopher Clapman
24.4145o614o863o5,61.94070422354889,998.2850554994093,79.91192817274103,LOW,Simo Sikka
5o.126,40.46,1018.65,69.2,470.99,Daniel Smithson
23.2,73.17,1012.0,89.92,438.64,Antoin Tessier
3o.1,66.25,1009.38,65.41,434.99,Marc Wolf
5.66,40.0,1022.08,93.03,475.54,Marc Wolf
8o.924,62.66,1009.89,52.83,442.16,Daniel Smithson
24.35,70.04,1010.92,73.88,438.4,Marc Wolf
59.99o2o193948697,42.65950915233434,1035.228746426152,87.34986349985964,LOW,Simo Sikka
57.992ooooooooooo4,41.2,1015.96,81.97,469.85,Daniel Smithson
1o.29,40.0,1021.46,90.6,479.58,Marc Wolf
31.25,73.5,1010.81,45.2,432.25,Antoin Tessier
89.222oooooooooo1,76.2,1007.89,56.3,434.01,Daniel Smithson
11.46,38.91,1012.34,77.37,477.5,Antoin Tessier
12.o3,40.75,1015.93,85.07,474.97,Marc Wolf
84.65,66.51,1015.53,33.65,441.7,Daniel Smithson
24.97,68.61,1011.0,55.04,453.26,Antoin Tessier
9.685991872998942,39.955824139971966,939.8696464814685,107.09190837728619,LOW,Simo Sikka
1o.48,40.0,1021.35,88.52,478.86,Christopher Clapman
58.28,44.47,1028.46,69.96,465.24,Daniel Smithson
29.o7,72.51,1009.24,58.38,439.8,Christopher Clapman
19.26,65.61,1015.03,85.74,451.85,Marc Wolf
12.465148o56945871,50.01173132135022,1017.4736286432777,84.81737005151139,LOW,Simo Sikka
11.48,44.6,1018.29,90.76,470.39,Marc Wolf
18.15,41.23,993.82,61.21,456.32,Marc Wolf
46.o76,38.91,1015.58,90.11,479.15,Daniel Smithson
21.86,60.27,1016.06,90.48,446.31,Marc Wolf
9.78,40.03,1017.33,92.11,480.59,Antoin Tessier
29.36,68.94,1007.5,79.91,431.39,Marc Wolf
27.89,73.17,1009.85,64.22,432.83,Christopher Clapman
17.28,39.99,1007.09,74.25,463.28,Christopher Clapman
24.63,59.57,1010.45,85.36,440.67,Christopher Clapman
6.49,36.3,1016.52,69.1,483.43,Antoin Tessier
82.9o4,61.47,1009.44,60.89,443.12,Daniel Smithson
28.75,64.84,1009.61,58.24,441.3,Antoin Tessier
31.3,67.17,1007.27,62.99,433.53,Antoin Tessier
26.29o92198226o354,70.84910703580498,1041.1634146774015,77.11722353410705,LOW,Simo Sikka
26.23,59.14,1016.98,75.54,437.85,Marc Wolf
15.34,41.96,1012.08,100.12,468.33,Marc Wolf
23.39,63.94,1010.54,89.94,441.44,Antoin Tessier
25.42,74.22,1009.04,88.55,433.97,Christopher Clapman
71.438,63.76,1009.85,76.8,445.04,Daniel Smithson
22.36,51.43,1007.47,87.33,442.53,Marc Wolf
16.22,41.35,1000.96,79.59,462.21,Marc Wolf
31.46,71.8,1010.75,54.88,434.96,Marc Wolf
21.46,74.87,1009.23,86.58,445.5,Marc Wolf
19.51,48.78,1021.03,86.33,453.27,Christopher Clapman
11.33,41.16,1019.05,87.13,468.87,Christopher Clapman
25.94,60.75,-1007.22,64.76,439.46,Antoin Tessier
11.44,44.2,1018.14,84.9,476.12,Antoin Tessier
13.39,44.85,1017.24,80.44,469.18,Christopher Clapman
9.52,39.61,1021.18,73.78,478.79,Antoin Tessier
7.84,41.39,1018.21,91.92,485.66,Marc Wolf
25.19,64.44,1014.75,64.38,444.35,Marc Wolf
73.994,73.18,1012.51,91.29,436.33,Daniel Smithson
23.51,70.04,1011.02,81.39,435.78,Antoin Tessier
67.91,58.46,1017.45,89.46,447.1,Daniel Smithson
29.72,74.78,1009.32,55.25,438.19,Marc Wolf
41.13763o557o658o5,41.23241969941978,1065.4965971306872,74.92108001023271,LOW,Simo Sikka
14.78,38.58,1017.02,82.4,460.54,Marc Wolf
9.83,41.17,1019.34,72.29,478.21,Christopher Clapman
7.46,41.26,1009.63,96.51,482.83,Antoin Tessier
43.3o4,41.06,1020.96,90.91,489.79,Daniel Smithson
22.o3,59.43,1006.88,82.05,442.9,Marc Wolf
7.29,39.37,1019.24,73.46,478.19,Marc Wolf
67.64,51.19,1008.25,91.98,446.66,Daniel Smithson
22.34,52.84,1004.05,73.96,449.06,Antoin Tessier
28.55,66.51,1015.46,34.04,432.59,Christopher Clapman
11.476473856o314o8,41.87844873447954,1081.86337061923,88.79462469237428,LOW,Simo Sikka
3o.57776662875295,66.5575339606801,1047.876394202651,56.16811563866834,LOW,Simo Sikka
5.78,45.87,1012.65,88.8,483.27,Christopher Clapman
23.74,49.21,1012.78,42.5,447.67,Marc Wolf
72.896,63.73,1012.63,82.14,448.56,Daniel Smithson
13.55,40.1,1015.7,86.68,474.59,Christopher Clapman
25.65,69.23,1012.55,62.02,435.25,Antoin Tessier
19.74,67.71,1007.68,64.02,446.1,Marc Wolf
24.12,51.43,1006.55,83.77,441.49,Antoin Tessier
3o.13,78.05,1010.99,61.5,434.14,Antoin Tessier
18.27,58.2,1018.34,72.73,448.17,Antoin Tessier
17.23,41.1,1002.45,68.88,464.18,Antoin Tessier
16.37,44.0,1024.61,78.26,460.14,Christopher Clapman
73.49ooooooooooo1,62.52,1016.5,65.65,449.98,Daniel Smithson
51.o8,41.17,1018.38,87.92,478.47,Daniel Smithson
2o.38,62.52,1017.85,75.56,456.56,Christopher Clapman
1o.84,40.27,1005.24,87.27,479.22,Christopher Clapman
18.68,52.84,1004.65,88.27,450.19,Marc Wolf
23.73,61.02,1009.71,78.7,442.22,Christopher Clapman
51.836,40.0,1015.75,74.83,468.09,Daniel Smithson
83.55199999999999,73.4,1011.48,52.84,441.32,Daniel Smithson
15.75,39.99,1007.02,77.44,464.95,Antoin Tessier
8.54,38.08,1019.75,71.24,478.31,Christopher Clapman
48.36772o9o46oo48,44.42986374364806,933.1510811542224,83.2571525785259,LOW,Simo Sikka
21.37,57.76,1018.8,70.12,454.66,Christopher Clapman
23.21,63.94,1013.56,80.23,446.11,Antoin Tessier
9.47,41.4,1026.21,89.08,480.79,Antoin Tessier
26.31,48.6,1002.64,60.04,440.06,Marc Wolf
28.83,66.44,1008.47,77.49,430.01,Christopher Clapman
6.452811335287365,41.36140052695772,1002.3036113291573,76.86705996700591,LOW,Simo Sikka
85.82,64.79,1016.9,48.24,441.41,Daniel Smithson
72.12433883946612,62.3980757472131,1096.5694478256069,69.08805258970294,LOW,Simo Sikka
27.71,69.13,1001.63,51.45,432.54,Antoin Tessier
26.92,67.25,1017.74,61.68,434.05,Christopher Clapman
22.73,63.73,1009.12,94.8,441.75,Marc Wolf
21.31,50.78,1008.68,85.28,445.17,Antoin Tessier
3o.o5,73.68,1014.95,70.6,434.92,Marc Wolf
6.49,35.57,1025.4,79.67,486.8,Marc Wolf
53.863939816o3593,47.403025631746495,926.2722063013254,69.64351574425469,LOW,Simo Sikka
21.12,62.52,1015.62,78.98,450.93,Marc Wolf
4.o4,35.47,1017.51,87.35,486.86,Marc Wolf
58.37,35.4,1016.16,60.26,469.61,Daniel Smithson
28.76,69.48,1008.62,55.86,430.14,Marc Wolf
18.23,62.26,1011.48,91.35,448.64,Antoin Tessier
28.73,68.24,1008.31,56.85,430.63,Antoin Tessier
25.91,68.08,1010.92,74.25,432.07,Marc Wolf
14.o5,40.69,1015.66,74.39,470.9,Christopher Clapman
11.84,39.28,1016.97,90.52,477.51,Christopher Clapman
62.942,58.86,1016.74,85.97,451.87,Daniel Smithson
16.22,50.88,1014.33,100.09,454.94,Christopher Clapman
25.76,57.32,1011.93,43.61,440.26,Antoin Tessier
11.4,52.75,1023.31,75.7,465.79,Antoin Tessier
58.694,53.82,1016.57,63.47,464.0,Daniel Smithson
47.192,41.17,1019.9,70.72,486.15,Daniel Smithson
7.5,38.06,1021.96,83.45,485.98,Antoin Tessier
12.o5,49.83,1008.54,95.11,454.18,Antoin Tessier
85.316,73.18,1012.21,61.6,427.22,Daniel Smithson
12.38,41.62,1012.37,84.15,461.07,Marc Wolf
29.42,79.74,1007.24,61.26,437.61,Marc Wolf
34.11656699485958,69.98717426644797,1062.9758438228246,60.606330722634674,LOW,Simo Sikka
21.o,70.02,1010.22,95.11,447.29,Christopher Clapman
59.468,46.18,1013.68,98.58,463.6,Daniel Smithson
44.222,40.0,1019.01,81.83,480.83,Daniel Smithson
24.33,49.16,1003.46,61.04,441.2,Christopher Clapman
15.o,41.17,1015.57,64.82,468.72,Christopher Clapman
82.742,68.08,1013.41,43.93,436.43,Daniel Smithson
12.6,41.74,1022.13,67.89,474.23,Christopher Clapman
68.36775165971487,47.036657339134294,1020.7597088182746,69.51225042506607,LOW,Simo Sikka
45.716,44.71,1020.56,69.96,486.07,Daniel Smithson
13.72,34.03,1018.57,65.95,469.25,Antoin Tessier
7.39,39.85,1011.63,83.61,487.84,Antoin Tessier
27.62,68.27,1008.04,63.04,427.67,Christopher Clapman
23.77,61.87,1009.8,54.83,445.72,Marc Wolf
18.32,42.18,1002.27,95.99,458.46,Christopher Clapman
